typ;label;conc;test
PEE;maize wp;9.1000004;1
ANF;animal feed;47.2997475;1
CLZ;rapeseed(ung);23.3199997;1
PEE;maize wp;8.3800001;1
EHH;grass silage;13.0900002;1
PEE;maize wp;7.71;1
ANF;animal feed;53.9685669;1
CNG;corn gluten;69.1524658;1
ANF;animal feed;54.2477303;1
TTS;soya meal;52.536644;1
PEE;maize wp;7.3099999;1
EHH;grass silage;14.3800001;1
ANF;animal feed;51.5164642;1
MPW;milk powder & whey;11.7615452;1
TTS;soya meal;52.2388077;1
ANF;animal feed;49.8311882;1
FFS;full fat soya;42.4896545;1
CLZ;rapeseed(ung);20.9599991;1
FFS;full fat soya;39.2442703;1
FFS;full fat soya;39.59655;1
MPW;milk powder & whey;23.4447689;1
ANF;animal feed;53.0232162;1
TTS;soya meal;52.9610291;1
EHH;grass silage;12.25;1
FRG;wheat (ung);13.3500004;1
TTS;soya meal;53.636364;1
FFS;full fat soya;41.2918129;1
TTS;soya meal;54.4520569;1
FRG;wheat (ung);12.7999992;1
CNG;corn gluten;72.7971573;1
TTS;soya meal;50.2519417;1
CNG;corn gluten;62.2521935;1
MPW;milk powder & whey;11.1322813;1
TTS;soya meal;52.1239967;1
ANF;animal feed;54.9296951;1
FFS;full fat soya;40.0930061;1
CLZ;rapeseed(ung);16.25;1
CNG;corn gluten;69.6809921;1
EHH;grass silage;11.5699997;1
MPW;milk powder & whey;38.0540466;1
TTS;soya meal;51.1972656;1
ANF;animal feed;48.9671288;1
FRG;wheat (ung);12.6700001;1
EHH;grass silage;14.9099998;1
CNG;corn gluten;67.8256454;1
CNG;corn gluten;64.9586411;1
FFS;full fat soya;40.0938301;1
CNG;corn gluten;62.7214432;1
CNG;corn gluten;64.0852509;1
ANF;animal feed;53.156395;1
ANF;animal feed;48.3027;1
FFS;full fat soya;41.3959885;1
ANF;animal feed;59.4055939;1
FFS;full fat soya;39.5771523;1
CLZ;rapeseed(ung);14.8100004;1
ANF;animal feed;52.723671;1
EHH;grass silage;10.9200001;1
FFS;full fat soya;41.3437157;1
FRG;wheat (ung);16.2000008;1
MPW;milk powder & whey;23.3148689;1
CLZ;rapeseed(ung);18.1000004;1
CNG;corn gluten;71.5052567;1
ANF;animal feed;48.3746948;1
CLZ;rapeseed(ung);19.3999996;1
FFS;full fat soya;37.4439659;1
CNG;corn gluten;68.7259598;1
PEE;maize wp;7.5900002;1
EHH;grass silage;15.5900002;1
CLZ;rapeseed(ung);20.5799999;1
TTS;soya meal;54.6712837;1
CNG;corn gluten;73.4100418;1
CNG;corn gluten;67.7709122;1
PEE;maize wp;7.0752149;1
EHH;grass silage;9.0799999;1
FRG;wheat (ung);9.5200005;1
CNG;corn gluten;69.948143;1
PEE;maize wp;8.7200003;1
EHH;grass silage;20.1299992;1
FRG;wheat (ung);11.71;1
PEE;maize wp;8.71;1
CLZ;rapeseed(ung);24.0746632;1
TTS;soya meal;54.2528725;1
CLZ;rapeseed(ung);13.9300003;1
PEE;maize wp;8.5499992;1
CLZ;rapeseed(ung);22.4814415;1
SFG;sun flower seed(gr);18.4176807;1
TTS;soya meal;55.2511444;1
FRG;wheat (ung);12.8500004;1
PEE;maize wp;8.0299997;1
CNG;corn gluten;68.166275;1
TTS;soya meal;51.4574013;1
TTS;soya meal;51.515152;1
PEE;maize wp;8.1700001;1
CNG;corn gluten;71.0554581;1
FFS;full fat soya;41.0769348;1
FRG;wheat (ung);12.2600002;1
PEE;maize wp;9.0;1
ANF;animal feed;48.9894943;1
MPW;milk powder & whey;6.0255756;1
FRG;wheat (ung);8.5100002;1
CLZ;rapeseed(ung);22.1899986;1
EHH;grass silage;14.4200001;1
MPW;milk powder & whey;24.3903427;1
TTS;soya meal;53.880764;1
TTS;soya meal;52.173912;1
CLZ;rapeseed(ung);22.6547546;1
CLZ;rapeseed(ung);17.7700005;1
TTS;soya meal;51.6384163;1
FRG;wheat (ung);6.4400001;1
TTS;soya meal;55.3932571;1
PEE;maize wp;6.7399998;1
TTS;soya meal;52.8697586;1
FRG;wheat (ung);12.0;1
PEE;maize wp;6.8744984;1
EHH;grass silage;15.0299997;1
PEE;maize wp;6.3899999;1
TTS;soya meal;52.8634338;1
MPW;milk powder & whey;37.4955559;1
PEE;maize wp;8.1199999;1
FFS;full fat soya;40.2050171;1
ANF;animal feed;54.723793;1
FFS;full fat soya;45.181736;1
TTS;soya meal;55.5928421;1
EHH;grass silage;5.1799998;1
FRG;wheat (ung);11.2299995;1
ANF;animal feed;51.8009796;1
CNG;corn gluten;64.975708;1
CNG;corn gluten;71.1210632;1
FRG;wheat (ung);13.1146002;1
FFS;full fat soya;40.0029869;1
TTS;soya meal;55.7582703;1
EHH;grass silage;19.0;1
FRG;wheat (ung);12.0999994;1
TTS;soya meal;53.0285721;1
EHH;grass silage;6.4000001;1
MPW;milk powder & whey;39.6233177;1
ANF;animal feed;51.3084221;1
MPW;milk powder & whey;11.6214838;1
MPW;milk powder & whey;36.2527695;1
CLZ;rapeseed(ung);21.1000004;1
EHH;grass silage;20.5;1
MPW;milk powder & whey;25.5355873;1
PEE;maize wp;6.3499999;1
EHH;grass silage;19.1000004;1
CLZ;rapeseed(ung);19.8999996;1
ANF;animal feed;51.0414581;1
PEE;maize wp;8.1099997;1
FRG;wheat (ung);10.8999996;1
MPW;milk powder & whey;38.3756409;1
EHH;grass silage;24.2900009;1
EHH;grass silage;10.8399992;1
CNG;corn gluten;67.7494202;1
ANF;animal feed;50.2958755;1
CLZ;rapeseed(ung);23.3999996;1
FFS;full fat soya;39.7208977;1
PEE;maize wp;5.7299995;1
PEE;maize wp;6.5100002;1
FRG;wheat (ung);12.6300001;1
TTS;soya meal;54.2662125;1
CNG;corn gluten;64.8593903;1
TTS;soya meal;52.6734924;1
TTS;soya meal;54.2237434;1
FRG;wheat (ung);9.5699997;1
CNG;corn gluten;65.3038712;1
CLZ;rapeseed(ung);16.9400005;1
MPW;milk powder & whey;37.316452;1
EHH;grass silage;8.2600002;1
PEE;maize wp;8.0;1
FRG;wheat (ung);11.7938004;1
TTS;soya meal;49.4469032;1
CNG;corn gluten;65.0386353;1
FRG;wheat (ung);11.7700005;1
TTS;soya meal;51.9767456;1
CNG;corn gluten;70.1213379;1
FFS;full fat soya;40.5271301;1
ANF;animal feed;54.2437592;1
PEE;maize wp;8.3400002;1
PEE;maize wp;6.0999999;1
FFS;full fat soya;39.1473656;1
SFG;sun flower seed(gr);12.5316267;1
PEE;maize wp;7.8899999;1
EHH;grass silage;9.0500002;1
FRG;wheat (ung);11.1700001;1
FRG;wheat (ung);12.6300001;1
FRG;wheat (ung);11.5600004;1
PEE;maize wp;3.3399999;1
TTS;soya meal;55.9263496;1
PEE;maize wp;6.96;1
SFG;sun flower seed(gr);18.9916229;1
CLZ;rapeseed(ung);21.4400005;1
TTS;soya meal;56.2428398;1
CNG;corn gluten;75.8558731;1
FRG;wheat (ung);14.0;1
MPW;milk powder & whey;36.3759232;1
TTS;soya meal;51.549942;1
EHH;grass silage;14.1800003;1
MPW;milk powder & whey;25.588768;1
FRG;wheat (ung);12.1000004;1
MPW;milk powder & whey;35.4845314;1
EHH;grass silage;14.2600002;1
TTS;soya meal;52.1094666;1
EHH;grass silage;14.54;1
PEE;maize wp;8.7799997;1
FRG;wheat (ung);10.5;1
MPW;milk powder & whey;10.4983969;1
ANF;animal feed;47.7677574;1
FRG;wheat (ung);10.7799997;1
TTS;soya meal;52.5056915;1
EHH;grass silage;24.7099991;1
TTS;soya meal;51.9058304;1
CNG;corn gluten;65.0305328;1
CLZ;rapeseed(ung);18.2999992;1
SFG;sun flower seed(gr);9.5863876;1
MPW;milk powder & whey;3.5134718;1
CNG;corn gluten;61.08181;1
FFS;full fat soya;39.6247253;1
CLZ;rapeseed(ung);23.5300007;1
MPW;milk powder & whey;37.8334503;1
FFS;full fat soya;40.3834686;1
ANF;animal feed;55.0145302;1
PEE;maize wp;7.0631571;1
ANF;animal feed;50.5682716;1
TTS;soya meal;56.7660561;1
TTS;soya meal;51.642128;1
EHH;grass silage;15.3900003;1
FFS;full fat soya;40.9424973;1
ANF;animal feed;56.1457214;1
SFG;sun flower seed(gr);13.0467386;1
FRG;wheat (ung);11.9200001;1
FRG;wheat (ung);13.2600002;1
CLZ;rapeseed(ung);21.1200008;1
PEE;maize wp;6.9499998;1
ANF;animal feed;52.9764709;1
CLZ;rapeseed(ung);18.4500008;1
FFS;full fat soya;40.4498367;1
CNG;corn gluten;72.8296051;1
MPW;milk powder & whey;37.4443016;1
MPW;milk powder & whey;2.7658219;1
CLZ;rapeseed(ung);19.75;1
ANF;animal feed;50.7621498;1
FFS;full fat soya;39.3987923;1
FRG;wheat (ung);13.04;1
CLZ;rapeseed(ung);22.7800007;1
TTS;soya meal;52.1889381;1
ANF;animal feed;55.4938698;1
PEE;maize wp;8.7600002;1
TTS;soya meal;51.6384163;1
TTS;soya meal;54.1040459;1
CLZ;rapeseed(ung);23.1299992;1
EHH;grass silage;18.5799999;1
PEE;maize wp;7.8099999;1
PEE;maize wp;7.7847443;1
ANF;animal feed;57.3797569;1
CNG;corn gluten;64.3671036;1
ANF;animal feed;54.197361;1
ANF;animal feed;55.6459618;1
CLZ;rapeseed(ung);21.6100006;1
EHH;grass silage;12.3999996;1
CNG;corn gluten;73.5976105;1
CNG;corn gluten;68.2926178;1
CLZ;rapeseed(ung);24.3899994;1
CLZ;rapeseed(ung);26.0482845;1
MPW;milk powder & whey;5.080164;1
MPW;milk powder & whey;26.994072;1
EHH;grass silage;14.3299999;1
MPW;milk powder & whey;22.0280724;1
CLZ;rapeseed(ung);21.5599995;1
SFG;sun flower seed(gr);16.1330929;1
FRG;wheat (ung);12.1000004;1
PEE;maize wp;8.7999992;1
TTS;soya meal;55.0857124;1
PEE;maize wp;7.4299998;1
MPW;milk powder & whey;13.5376606;1
EHH;grass silage;8.7600002;1
CNG;corn gluten;65.1012344;1
ANF;animal feed;56.1860695;1
TTS;soya meal;50.8610802;1
PEE;maize wp;8.1399994;1
EHH;grass silage;13.3100004;1
FRG;wheat (ung);11.6800003;1
EHH;grass silage;18.2399998;1
CNG;corn gluten;67.6700745;1
CLZ;rapeseed(ung);25.0300007;1
